Date,Order Number,Index,Name,Price,Quantity,Total
2020-07-30 11:31:47,2558,4,Rice and Curry Chicken,200,3,600
2020-07-30 11:42:17,2559,5,Egg Rice,200,1,200
2020-07-30 11:45:00,2560,4,Rice and Curry Chicken,200,2,400
2020-07-30 12:11:04,2561,10,Chicken Biriyani,360,1,360
2020-07-30 12:16:23,2562,6,Chicken Rice,320,1,320
2020-07-30 12:21:31,2563,7,Egg Kottu,200,2,400
2020-07-30 12:21:53,2564,4,Rice and Curry Chicken,200,4,800
2020-07-30 12:32:38,2565,6,Chicken Rice,320,3,960
2020-07-30 12:37:57,2566,5,Egg Rice,200,1,200
2020-07-30 12:45:50,2567,7,Egg Kottu,200,1,200
2020-07-30 13:04:09,2568,2,Rice and Curry Egg,190,2,380
2020-07-30 13:39:18,2569,6,Chicken Rice,320,1,320
2020-07-30 13:42:21,2570,10,Chicken Biriyani,360,4,1440
2020-07-30 13:53:07,2571,7,Egg Kottu,200,5,1000
2020-07-30 13:57:12,2572,6,Chicken Rice,320,4,1280
2020-07-30 14:51:17,2573,2,Rice and Curry Egg,190,2,380
2020-07-30 15:10:04,2574,6,Chicken Rice,320,1,320
2020-07-30 15:18:58,2575,1,Rice and Curry Vegetable,170,1,170
2020-07-30 15:43:58,2576,8,Chicken Kottu,280,1,280
2020-07-30 16:07:42,2577,3,Rice and Curry Fish,200,1,200
2020-07-30 16:08:14,2578,4,Rice and Curry Chicken,200,2,400
2020-07-30 16:33:54,2579,2,Rice and Curry Egg,190,1,190
2020-07-30 16:53:27,2580,5,Egg Rice,200,2,400
2020-07-30 17:32:48,2581,6,Chicken Rice,320,1,320
2020-07-30 17:33:34,2582,8,Chicken Kottu,280,1,280
2020-07-30 17:33:39,2583,4,Rice and Curry Chicken,200,3,600
2020-07-30 17:35:52,2584,4,Rice and Curry Chicken,200,1,200
2020-07-30 17:42:26,2585,7,Egg Kottu,200,2,400
2020-07-30 18:06:11,2586,3,Rice and Curry Fish,200,1,200
2020-07-30 18:23:50,2587,5,Egg Rice,200,1,200
2020-07-30 18:38:10,2588,4,Rice and Curry Chicken,200,1,200
2020-07-30 18:49:29,2589,8,Chicken Kottu,280,1,280
2020-07-30 18:50:10,2590,3,Rice and Curry Fish,200,1,200
2020-07-30 18:53:18,2591,8,Chicken Kottu,280,2,560
2020-07-30 19:02:29,2592,4,Rice and Curry Chicken,200,1,200
2020-07-30 19:06:37,2593,6,Chicken Rice,320,1,320
2020-07-30 19:15:11,2594,6,Chicken Rice,320,1,320
2020-07-30 19:23:08,2595,9,Egg Biriyani,250,1,250
2020-07-30 19:50:45,2596,6,Chicken Rice,320,2,640
2020-07-31 08:13:05,2597,4,Rice and Curry Chicken,200,2,400
2020-07-31 08:30:37,2598,4,Rice and Curry Chicken,200,5,1000
2020-07-31 09:03:16,2599,10,Chicken Biriyani,360,2,720
2020-07-31 09:04:57,2600,6,Chicken Rice,320,4,1280
2020-07-31 09:16:23,2601,6,Chicken Rice,320,2,640
2020-07-31 09:28:50,2602,5,Egg Rice,200,4,800
2020-07-31 10:23:04,2603,6,Chicken Rice,320,4,1280
2020-07-31 10:30:11,2604,6,Chicken Rice,320,2,640
2020-07-31 10:49:13,2605,10,Chicken Biriyani,360,1,360
2020-07-31 10:53:00,2606,5,Egg Rice,200,1,200
2020-07-31 11:03:24,2607,4,Rice and Curry Chicken,200,1,200
2020-07-31 11:41:54,2608,7,Egg Kottu,200,4,800
2020-07-31 11:45:39,2609,4,Rice and Curry Chicken,200,3,600
2020-07-31 12:10:36,2610,10,Chicken Biriyani,360,1,360
2020-07-31 12:13:42,2611,6,Chicken Rice,320,4,1280
2020-07-31 12:21:45,2612,4,Rice and Curry Chicken,200,1,200
2020-07-31 12:23:30,2613,6,Chicken Rice,320,2,640
2020-07-31 12:24:53,2614,8,Chicken Kottu,280,1,280
2020-07-31 12:29:00,2615,6,Chicken Rice,320,3,960
2020-07-31 12:38:14,2616,7,Egg Kottu,200,2,400
2020-07-31 12:43:41,2617,6,Chicken Rice,320,2,640
2020-07-31 12:48:04,2618,9,Egg Biriyani,250,1,250
2020-07-31 13:01:36,2619,4,Rice and Curry Chicken,200,1,200
2020-07-31 13:15:24,2620,5,Egg Rice,200,2,400
2020-07-31 13:23:23,2621,5,Egg Rice,200,1,200
2020-07-31 13:29:39,2622,3,Rice and Curry Fish,200,1,200
2020-07-31 14:34:41,2623,2,Rice and Curry Egg,190,2,380
2020-07-31 14:43:20,2624,6,Chicken Rice,320,1,320
2020-07-31 14:43:29,2625,10,Chicken Biriyani,360,3,1080
2020-07-31 15:20:00,2626,10,Chicken Biriyani,360,1,360
2020-07-31 15:21:18,2627,8,Chicken Kottu,280,2,560
2020-07-31 15:30:14,2628,7,Egg Kottu,200,1,200
2020-07-31 15:41:00,2629,8,Chicken Kottu,280,1,280
2020-07-31 15:47:33,2630,4,Rice and Curry Chicken,200,1,200
2020-07-31 16:21:55,2631,4,Rice and Curry Chicken,200,1,200
2020-07-31 16:26:59,2632,6,Chicken Rice,320,5,1600
2020-07-31 16:28:21,2633,8,Chicken Kottu,280,1,280
2020-07-31 17:16:22,2634,4,Rice and Curry Chicken,200,3,600
2020-07-31 17:37:04,2635,6,Chicken Rice,320,3,960
2020-07-31 17:37:33,2636,10,Chicken Biriyani,360,2,720
2020-07-31 18:09:31,2637,3,Rice and Curry Fish,200,1,200
2020-07-31 18:26:43,2638,4,Rice and Curry Chicken,200,1,200
2020-07-31 18:26:50,2639,4,Rice and Curry Chicken,200,1,200
2020-07-31 18:28:38,2640,2,Rice and Curry Egg,190,1,190
2020-07-31 18:37:57,2641,8,Chicken Kottu,280,1,280
2020-07-31 18:38:07,2642,5,Egg Rice,200,1,200
2020-07-31 18:38:40,2643,8,Chicken Kottu,280,1,280
2020-07-31 18:58:50,2644,6,Chicken Rice,320,1,320
2020-07-31 18:59:25,2645,8,Chicken Kottu,280,2,560
2020-07-31 19:05:22,2646,2,Rice and Curry Egg,190,1,190
2020-07-31 19:24:30,2647,3,Rice and Curry Fish,200,1,200
2020-07-31 19:32:24,2648,4,Rice and Curry Chicken,200,1,200
2020-07-31 19:36:32,2649,2,Rice and Curry Egg,190,4,760
2020-07-31 19:37:48,2650,5,Egg Rice,200,1,200
2020-07-31 19:51:28,2651,2,Rice and Curry Egg,190,1,190
2020-08-01 08:14:33,2652,10,Chicken Biriyani,360,1,360
2020-08-01 08:39:44,2653,2,Rice and Curry Egg,190,1,190
2020-08-01 09:04:20,2654,10,Chicken Biriyani,360,1,360
2020-08-01 09:13:04,2655,6,Chicken Rice,320,1,320
2020-08-01 09:20:30,2656,8,Chicken Kottu,280,1,280
2020-08-01 09:38:01,2657,6,Chicken Rice,320,1,320
2020-08-01 10:31:11,2658,3,Rice and Curry Fish,200,2,400
2020-08-01 10:50:33,2659,8,Chicken Kottu,280,2,560
2020-08-01 10:53:02,2660,10,Chicken Biriyani,360,2,720
2020-08-01 11:22:58,2661,6,Chicken Rice,320,1,320
2020-08-01 12:20:27,2662,10,Chicken Biriyani,360,3,1080
2020-08-01 12:20:59,2663,4,Rice and Curry Chicken,200,2,400
2020-08-01 12:22:24,2664,7,Egg Kottu,200,4,800
2020-08-01 12:28:53,2665,4,Rice and Curry Chicken,200,4,800
2020-08-01 12:29:12,2666,9,Egg Biriyani,250,1,250
2020-08-01 12:31:56,2667,5,Egg Rice,200,2,400
2020-08-01 12:45:15,2668,4,Rice and Curry Chicken,200,2,400
2020-08-01 13:31:50,2669,2,Rice and Curry Egg,190,5,950
2020-08-01 13:48:01,2670,8,Chicken Kottu,280,2,560
2020-08-01 13:48:17,2671,8,Chicken Kottu,280,2,560
2020-08-01 14:04:11,2672,4,Rice and Curry Chicken,200,1,200
2020-08-01 14:10:26,2673,10,Chicken Biriyani,360,1,360
2020-08-01 14:30:08,2674,5,Egg Rice,200,4,800
2020-08-01 14:55:53,2675,4,Rice and Curry Chicken,200,1,200
2020-08-01 15:51:32,2676,6,Chicken Rice,320,1,320
2020-08-01 15:57:54,2677,6,Chicken Rice,320,1,320
2020-08-01 16:15:34,2678,7,Egg Kottu,200,4,800
2020-08-01 16:30:00,2679,6,Chicken Rice,320,3,960
2020-08-01 16:42:59,2680,3,Rice and Curry Fish,200,1,200
2020-08-01 16:44:57,2681,6,Chicken Rice,320,1,320
2020-08-01 16:53:42,2682,2,Rice and Curry Egg,190,1,190
2020-08-01 16:57:26,2683,7,Egg Kottu,200,3,600
2020-08-01 17:08:37,2684,1,Rice and Curry Vegetable,170,5,850
2020-08-01 17:12:00,2685,4,Rice and Curry Chicken,200,1,200
2020-08-01 17:32:54,2686,4,Rice and Curry Chicken,200,5,1000
2020-08-01 17:34:41,2687,3,Rice and Curry Fish,200,2,400
2020-08-01 17:39:14,2688,2,Rice and Curry Egg,190,1,190
2020-08-01 17:49:56,2689,6,Chicken Rice,320,1,320
2020-08-01 17:59:06,2690,6,Chicken Rice,320,1,320
2020-08-01 18:21:45,2691,7,Egg Kottu,200,3,600
2020-08-01 18:23:24,2692,8,Chicken Kottu,280,1,280
2020-08-01 18:25:51,2693,1,Rice and Curry Vegetable,170,4,680
2020-08-01 18:29:18,2694,5,Egg Rice,200,4,800
2020-08-01 18:46:29,2695,5,Egg Rice,200,3,600
2020-08-01 18:49:09,2696,4,Rice and Curry Chicken,200,3,600
2020-08-01 19:07:18,2697,8,Chicken Kottu,280,1,280
2020-08-01 19:53:21,2698,1,Rice and Curry Vegetable,170,2,340
2020-08-01 19:57:57,2699,7,Egg Kottu,200,1,200
2020-08-02 08:10:30,2700,4,Rice and Curry Chicken,200,1,200
2020-08-02 08:26:46,2701,6,Chicken Rice,320,1,320
2020-08-02 08:34:57,2702,8,Chicken Kottu,280,4,1120
2020-08-02 08:40:01,2703,4,Rice and Curry Chicken,200,1,200
2020-08-02 08:48:44,2704,9,Egg Biriyani,250,5,1250
2020-08-02 08:53:59,2705,2,Rice and Curry Egg,190,1,190
2020-08-02 08:59:22,2706,4,Rice and Curry Chicken,200,1,200
2020-08-02 09:40:36,2707,8,Chicken Kottu,280,1,280
2020-08-02 10:35:40,2708,8,Chicken Kottu,280,1,280
2020-08-02 10:52:08,2709,4,Rice and Curry Chicken,200,2,400
2020-08-02 11:13:16,2710,2,Rice and Curry Egg,190,2,380
2020-08-02 11:29:59,2711,8,Chicken Kottu,280,1,280
2020-08-02 11:59:24,2712,4,Rice and Curry Chicken,200,2,400
2020-08-02 12:04:29,2713,4,Rice and Curry Chicken,200,1,200
2020-08-02 12:10:56,2714,6,Chicken Rice,320,1,320
2020-08-02 12:41:19,2715,9,Egg Biriyani,250,1,250
2020-08-02 12:50:09,2716,4,Rice and Curry Chicken,200,1,200
2020-08-02 12:55:56,2717,2,Rice and Curry Egg,190,3,570
2020-08-02 13:06:55,2718,4,Rice and Curry Chicken,200,1,200
2020-08-02 13:20:12,2719,5,Egg Rice,200,4,800
2020-08-02 13:23:30,2720,4,Rice and Curry Chicken,200,1,200
2020-08-02 13:39:27,2721,6,Chicken Rice,320,1,320
2020-08-02 13:47:54,2722,3,Rice and Curry Fish,200,4,800
2020-08-02 14:13:02,2723,6,Chicken Rice,320,3,960
2020-08-02 14:27:39,2724,9,Egg Biriyani,250,3,750
2020-08-02 14:43:40,2725,6,Chicken Rice,320,2,640
2020-08-02 14:51:05,2726,6,Chicken Rice,320,1,320
2020-08-02 15:11:58,2727,8,Chicken Kottu,280,1,280
2020-08-02 15:17:21,2728,9,Egg Biriyani,250,3,750
2020-08-02 15:27:57,2729,8,Chicken Kottu,280,2,560
2020-08-02 15:34:59,2730,8,Chicken Kottu,280,1,280
2020-08-02 15:36:02,2731,4,Rice and Curry Chicken,200,1,200
2020-08-02 15:44:09,2732,4,Rice and Curry Chicken,200,2,400
2020-08-02 15:52:40,2733,9,Egg Biriyani,250,1,250
2020-08-02 15:52:41,2734,6,Chicken Rice,320,1,320
2020-08-02 15:59:18,2735,10,Chicken Biriyani,360,2,720
2020-08-02 16:10:12,2736,6,Chicken Rice,320,1,320
2020-08-02 16:10:17,2737,1,Rice and Curry Vegetable,170,5,850
2020-08-02 16:12:17,2738,3,Rice and Curry Fish,200,4,800
2020-08-02 16:18:41,2739,2,Rice and Curry Egg,190,3,570
2020-08-02 16:19:46,2740,5,Egg Rice,200,1,200
2020-08-02 16:23:38,2741,3,Rice and Curry Fish,200,1,200
2020-08-02 16:37:07,2742,7,Egg Kottu,200,2,400
2020-08-02 16:37:45,2743,8,Chicken Kottu,280,3,840
2020-08-02 17:11:57,2744,8,Chicken Kottu,280,1,280
2020-08-02 17:25:54,2745,4,Rice and Curry Chicken,200,1,200
2020-08-02 17:36:01,2746,5,Egg Rice,200,1,200
2020-08-02 17:57:09,2747,5,Egg Rice,200,2,400
2020-08-02 18:07:46,2748,8,Chicken Kottu,280,1,280
2020-08-02 18:22:36,2749,7,Egg Kottu,200,2,400
2020-08-02 19:11:00,2750,8,Chicken Kottu,280,1,280
2020-08-02 19:20:59,2751,2,Rice and Curry Egg,190,2,380
2020-08-02 19:29:01,2752,4,Rice and Curry Chicken,200,1,200
2020-08-02 19:42:53,2753,1,Rice and Curry Vegetable,170,1,170
2020-08-02 19:47:44,2754,10,Chicken Biriyani,360,1,360
2020-08-03 08:34:32,2755,2,Rice and Curry Egg,190,1,190
2020-08-03 09:12:03,2756,10,Chicken Biriyani,360,1,360
2020-08-03 09:17:19,2757,4,Rice and Curry Chicken,200,2,400
2020-08-03 09:28:39,2758,8,Chicken Kottu,280,2,560
2020-08-03 09:48:02,2759,8,Chicken Kottu,280,1,280
2020-08-03 09:54:04,2760,3,Rice and Curry Fish,200,3,600
2020-08-03 10:10:47,2761,5,Egg Rice,200,1,200
2020-08-03 10:16:15,2762,3,Rice and Curry Fish,200,3,600
2020-08-03 10:19:02,2763,8,Chicken Kottu,280,2,560
2020-08-03 10:19:46,2764,4,Rice and Curry Chicken,200,2,400
2020-08-03 10:33:52,2765,4,Rice and Curry Chicken,200,1,200
2020-08-03 11:13:14,2766,5,Egg Rice,200,5,1000
2020-08-03 11:31:16,2767,4,Rice and Curry Chicken,200,1,200
2020-08-03 11:37:30,2768,3,Rice and Curry Fish,200,1,200
2020-08-03 12:12:27,2769,4,Rice and Curry Chicken,200,1,200
2020-08-03 12:49:14,2770,4,Rice and Curry Chicken,200,3,600
2020-08-03 13:17:52,2771,8,Chicken Kottu,280,1,280
2020-08-03 13:49:51,2772,9,Egg Biriyani,250,5,1250
2020-08-03 13:57:24,2773,10,Chicken Biriyani,360,4,1440
2020-08-03 14:55:45,2774,4,Rice and Curry Chicken,200,2,400
2020-08-03 14:59:50,2775,5,Egg Rice,200,1,200
2020-08-03 15:24:35,2776,3,Rice and Curry Fish,200,5,1000
2020-08-03 15:37:15,2777,5,Egg Rice,200,4,800
2020-08-03 15:42:49,2778,8,Chicken Kottu,280,1,280
2020-08-03 16:00:40,2779,3,Rice and Curry Fish,200,3,600
2020-08-03 16:03:59,2780,6,Chicken Rice,320,5,1600
2020-08-03 16:06:16,2781,8,Chicken Kottu,280,1,280
2020-08-03 16:16:15,2782,2,Rice and Curry Egg,190,1,190
2020-08-03 16:28:00,2783,8,Chicken Kottu,280,4,1120
2020-08-03 16:32:28,2784,4,Rice and Curry Chicken,200,1,200
2020-08-03 16:43:55,2785,3,Rice and Curry Fish,200,1,200
2020-08-03 16:54:06,2786,4,Rice and Curry Chicken,200,1,200
2020-08-03 17:02:18,2787,6,Chicken Rice,320,2,640
2020-08-03 17:23:14,2788,2,Rice and Curry Egg,190,1,190
2020-08-03 17:39:18,2789,2,Rice and Curry Egg,190,5,950
2020-08-03 17:47:10,2790,5,Egg Rice,200,1,200
2020-08-03 17:54:13,2791,6,Chicken Rice,320,3,960
2020-08-03 17:54:40,2792,4,Rice and Curry Chicken,200,1,200
2020-08-03 18:04:38,2793,5,Egg Rice,200,5,1000
2020-08-03 18:12:42,2794,4,Rice and Curry Chicken,200,1,200
2020-08-03 18:16:11,2795,4,Rice and Curry Chicken,200,5,1000
2020-08-03 18:25:20,2796,3,Rice and Curry Fish,200,1,200
2020-08-03 18:29:19,2797,6,Chicken Rice,320,1,320
2020-08-03 18:32:57,2798,9,Egg Biriyani,250,4,1000
2020-08-03 18:33:34,2799,6,Chicken Rice,320,3,960
2020-08-03 18:35:12,2800,4,Rice and Curry Chicken,200,3,600
2020-08-03 18:59:22,2801,6,Chicken Rice,320,1,320
2020-08-03 19:04:27,2802,5,Egg Rice,200,1,200
2020-08-03 19:19:41,2803,6,Chicken Rice,320,1,320
2020-08-03 19:23:27,2804,8,Chicken Kottu,280,1,280
2020-08-03 19:28:51,2805,3,Rice and Curry Fish,200,1,200
2020-08-03 19:56:07,2806,4,Rice and Curry Chicken,200,3,600
2020-08-04 08:08:12,2807,10,Chicken Biriyani,360,3,1080
2020-08-04 08:12:41,2808,4,Rice and Curry Chicken,200,1,200
2020-08-04 08:13:48,2809,8,Chicken Kottu,280,1,280
2020-08-04 08:59:43,2810,10,Chicken Biriyani,360,1,360
2020-08-04 09:01:27,2811,4,Rice and Curry Chicken,200,4,800
2020-08-04 09:17:37,2812,10,Chicken Biriyani,360,1,360
2020-08-04 09:43:35,2813,7,Egg Kottu,200,3,600
2020-08-04 09:45:03,2814,1,Rice and Curry Vegetable,170,1,170
2020-08-04 10:06:33,2815,5,Egg Rice,200,3,600
2020-08-04 10:52:42,2816,4,Rice and Curry Chicken,200,1,200
2020-08-04 11:11:23,2817,6,Chicken Rice,320,1,320
2020-08-04 11:11:26,2818,6,Chicken Rice,320,2,640
2020-08-04 11:20:40,2819,6,Chicken Rice,320,1,320
2020-08-04 11:21:25,2820,1,Rice and Curry Vegetable,170,1,170
2020-08-04 11:31:46,2821,1,Rice and Curry Vegetable,170,4,680
2020-08-04 11:32:59,2822,3,Rice and Curry Fish,200,1,200
2020-08-04 11:55:05,2823,4,Rice and Curry Chicken,200,4,800
2020-08-04 11:56:49,2824,8,Chicken Kottu,280,2,560
2020-08-04 11:58:19,2825,7,Egg Kottu,200,2,400
2020-08-04 12:30:11,2826,8,Chicken Kottu,280,1,280
2020-08-04 12:47:16,2827,1,Rice and Curry Vegetable,170,1,170
2020-08-04 13:07:11,2828,8,Chicken Kottu,280,2,560
2020-08-04 13:16:32,2829,4,Rice and Curry Chicken,200,2,400
2020-08-04 14:06:27,2830,3,Rice and Curry Fish,200,2,400
2020-08-04 14:08:58,2831,7,Egg Kottu,200,5,1000
2020-08-04 14:59:41,2832,4,Rice and Curry Chicken,200,3,600
2020-08-04 14:59:52,2833,4,Rice and Curry Chicken,200,1,200
2020-08-04 15:08:51,2834,4,Rice and Curry Chicken,200,1,200
2020-08-04 15:25:13,2835,9,Egg Biriyani,250,1,250
2020-08-04 15:28:07,2836,4,Rice and Curry Chicken,200,1,200
2020-08-04 15:39:54,2837,10,Chicken Biriyani,360,1,360
2020-08-04 15:47:54,2838,5,Egg Rice,200,1,200
2020-08-04 15:56:47,2839,4,Rice and Curry Chicken,200,5,1000
2020-08-04 16:18:48,2840,5,Egg Rice,200,1,200
2020-08-04 16:24:08,2841,7,Egg Kottu,200,2,400
2020-08-04 16:26:33,2842,9,Egg Biriyani,250,3,750
2020-08-04 16:30:57,2843,4,Rice and Curry Chicken,200,3,600
2020-08-04 16:34:32,2844,10,Chicken Biriyani,360,4,1440
2020-08-04 16:36:33,2845,9,Egg Biriyani,250,3,750
2020-08-04 17:03:19,2846,3,Rice and Curry Fish,200,3,600
2020-08-04 17:08:01,2847,8,Chicken Kottu,280,3,840
2020-08-04 17:09:15,2848,3,Rice and Curry Fish,200,2,400
2020-08-04 17:15:29,2849,5,Egg Rice,200,2,400
2020-08-04 17:31:29,2850,6,Chicken Rice,320,2,640
2020-08-04 17:35:11,2851,4,Rice and Curry Chicken,200,2,400
2020-08-04 17:46:52,2852,5,Egg Rice,200,3,600
2020-08-04 17:51:40,2853,3,Rice and Curry Fish,200,4,800
2020-08-04 18:03:09,2854,10,Chicken Biriyani,360,1,360
2020-08-04 18:03:48,2855,4,Rice and Curry Chicken,200,2,400
2020-08-04 18:14:59,2856,6,Chicken Rice,320,3,960
2020-08-04 18:33:29,2857,9,Egg Biriyani,250,1,250
2020-08-04 18:36:27,2858,6,Chicken Rice,320,3,960
2020-08-04 19:12:41,2859,4,Rice and Curry Chicken,200,3,600
2020-08-04 19:17:36,2860,3,Rice and Curry Fish,200,1,200
2020-08-04 19:27:20,2861,3,Rice and Curry Fish,200,2,400
2020-08-04 19:34:05,2862,8,Chicken Kottu,280,2,560
2020-08-04 19:53:08,2863,6,Chicken Rice,320,4,1280
2020-08-05 08:21:26,2864,2,Rice and Curry Egg,190,2,380
2020-08-05 08:31:23,2865,6,Chicken Rice,320,1,320
2020-08-05 08:59:45,2866,4,Rice and Curry Chicken,200,4,800
2020-08-05 09:01:08,2867,6,Chicken Rice,320,4,1280
2020-08-05 09:26:04,2868,8,Chicken Kottu,280,2,560
2020-08-05 09:29:33,2869,6,Chicken Rice,320,3,960
2020-08-05 09:42:43,2870,5,Egg Rice,200,3,600
2020-08-05 10:04:27,2871,4,Rice and Curry Chicken,200,1,200
2020-08-05 10:28:31,2872,7,Egg Kottu,200,5,1000
2020-08-05 10:32:45,2873,3,Rice and Curry Fish,200,3,600
2020-08-05 10:39:45,2874,4,Rice and Curry Chicken,200,1,200
2020-08-05 10:44:32,2875,4,Rice and Curry Chicken,200,1,200
2020-08-05 11:13:29,2876,8,Chicken Kottu,280,2,560
2020-08-05 11:15:15,2877,6,Chicken Rice,320,2,640
2020-08-05 11:33:43,2878,6,Chicken Rice,320,1,320
2020-08-05 12:10:49,2879,9,Egg Biriyani,250,1,250
2020-08-05 12:11:45,2880,9,Egg Biriyani,250,1,250
2020-08-05 12:32:09,2881,1,Rice and Curry Vegetable,170,4,680
2020-08-05 12:40:36,2882,5,Egg Rice,200,1,200
2020-08-05 12:57:00,2883,9,Egg Biriyani,250,1,250
2020-08-05 12:58:21,2884,4,Rice and Curry Chicken,200,2,400
2020-08-05 13:04:21,2885,6,Chicken Rice,320,2,640
2020-08-05 13:34:11,2886,5,Egg Rice,200,2,400
2020-08-05 13:36:09,2887,5,Egg Rice,200,1,200
2020-08-05 14:04:26,2888,1,Rice and Curry Vegetable,170,1,170
2020-08-05 14:26:54,2889,6,Chicken Rice,320,1,320
2020-08-05 14:35:21,2890,5,Egg Rice,200,1,200
2020-08-05 15:51:46,2891,6,Chicken Rice,320,5,1600
2020-08-05 15:56:35,2892,3,Rice and Curry Fish,200,1,200
2020-08-05 16:21:04,2893,8,Chicken Kottu,280,1,280
2020-08-05 16:21:21,2894,9,Egg Biriyani,250,1,250
2020-08-05 16:34:10,2895,5,Egg Rice,200,1,200
2020-08-05 16:36:33,2896,6,Chicken Rice,320,1,320
2020-08-05 16:43:14,2897,6,Chicken Rice,320,1,320
2020-08-05 17:05:22,2898,5,Egg Rice,200,5,1000
2020-08-05 17:08:56,2899,6,Chicken Rice,320,1,320
2020-08-05 17:24:10,2900,4,Rice and Curry Chicken,200,1,200
2020-08-05 17:46:37,2901,3,Rice and Curry Fish,200,1,200
2020-08-05 18:04:07,2902,4,Rice and Curry Chicken,200,1,200
2020-08-05 18:51:10,2903,8,Chicken Kottu,280,5,1400
2020-08-05 18:52:17,2904,3,Rice and Curry Fish,200,5,1000
2020-08-05 18:53:40,2905,4,Rice and Curry Chicken,200,2,400
2020-08-05 19:02:29,2906,7,Egg Kottu,200,3,600
2020-08-05 19:05:48,2907,6,Chicken Rice,320,1,320
2020-08-05 19:19:18,2908,9,Egg Biriyani,250,2,500
2020-08-05 19:20:31,2909,6,Chicken Rice,320,2,640
2020-08-05 19:41:29,2910,6,Chicken Rice,320,1,320
2020-08-05 19:47:56,2911,6,Chicken Rice,320,5,1600
2020-08-05 19:49:45,2912,10,Chicken Biriyani,360,1,360
2020-08-06 08:11:57,2913,4,Rice and Curry Chicken,200,3,600
2020-08-06 08:40:53,2914,4,Rice and Curry Chicken,200,1,200
2020-08-06 09:00:12,2915,4,Rice and Curry Chicken,200,5,1000
2020-08-06 09:19:38,2916,6,Chicken Rice,320,1,320
2020-08-06 09:40:49,2917,8,Chicken Kottu,280,1,280
2020-08-06 09:45:51,2918,3,Rice and Curry Fish,200,1,200
2020-08-06 10:07:40,2919,4,Rice and Curry Chicken,200,2,400
2020-08-06 10:25:56,2920,8,Chicken Kottu,280,1,280
2020-08-06 10:29:26,2921,4,Rice and Curry Chicken,200,2,400
2020-08-06 10:38:35,2922,5,Egg Rice,200,3,600
2020-08-06 10:49:30,2923,4,Rice and Curry Chicken,200,3,600
2020-08-06 11:42:32,2924,8,Chicken Kottu,280,1,280
2020-08-06 11:47:57,2925,2,Rice and Curry Egg,190,2,380
2020-08-06 11:49:23,2926,6,Chicken Rice,320,2,640
2020-08-06 11:51:16,2927,2,Rice and Curry Egg,190,3,570
2020-08-06 11:53:18,2928,4,Rice and Curry Chicken,200,1,200
2020-08-06 11:57:03,2929,6,Chicken Rice,320,1,320
2020-08-06 12:06:42,2930,5,Egg Rice,200,1,200
2020-08-06 12:25:56,2931,7,Egg Kottu,200,3,600
2020-08-06 12:42:31,2932,1,Rice and Curry Vegetable,170,1,170
2020-08-06 13:35:28,2933,5,Egg Rice,200,1,200
2020-08-06 13:58:07,2934,5,Egg Rice,200,3,600
2020-08-06 13:58:40,2935,8,Chicken Kottu,280,1,280
2020-08-06 14:04:55,2936,10,Chicken Biriyani,360,1,360
2020-08-06 14:04:57,2937,4,Rice and Curry Chicken,200,2,400
2020-08-06 14:13:49,2938,8,Chicken Kottu,280,5,1400
2020-08-06 14:18:17,2939,8,Chicken Kottu,280,1,280
2020-08-06 14:44:48,2940,6,Chicken Rice,320,1,320
2020-08-06 14:46:46,2941,7,Egg Kottu,200,1,200
2020-08-06 14:48:18,2942,7,Egg Kottu,200,1,200
2020-08-06 14:59:29,2943,8,Chicken Kottu,280,3,840
2020-08-06 15:25:56,2944,7,Egg Kottu,200,3,600
2020-08-06 15:41:11,2945,4,Rice and Curry Chicken,200,1,200
2020-08-06 15:51:12,2946,4,Rice and Curry Chicken,200,1,200
2020-08-06 16:06:45,2947,4,Rice and Curry Chicken,200,1,200
2020-08-06 16:16:46,2948,3,Rice and Curry Fish,200,4,800
2020-08-06 16:30:26,2949,3,Rice and Curry Fish,200,1,200
2020-08-06 16:35:42,2950,6,Chicken Rice,320,2,640
2020-08-06 16:44:55,2951,6,Chicken Rice,320,2,640
2020-08-06 17:10:51,2952,5,Egg Rice,200,2,400
2020-08-06 17:15:59,2953,2,Rice and Curry Egg,190,4,760
2020-08-06 17:33:45,2954,2,Rice and Curry Egg,190,2,380
2020-08-06 18:05:45,2955,6,Chicken Rice,320,4,1280
2020-08-06 18:32:35,2956,4,Rice and Curry Chicken,200,4,800
2020-08-06 18:33:02,2957,6,Chicken Rice,320,1,320
2020-08-06 18:39:38,2958,4,Rice and Curry Chicken,200,1,200
2020-08-06 18:51:43,2959,4,Rice and Curry Chicken,200,1,200
2020-08-06 18:55:18,2960,4,Rice and Curry Chicken,200,1,200
2020-08-06 19:00:26,2961,4,Rice and Curry Chicken,200,1,200
2020-08-06 19:16:18,2962,1,Rice and Curry Vegetable,170,3,510
2020-08-06 19:37:42,2963,7,Egg Kottu,200,2,400
2020-08-06 19:38:05,2964,6,Chicken Rice,320,1,320
2020-08-06 19:40:35,2965,4,Rice and Curry Chicken,200,4,800
2020-08-06 19:58:12,2966,3,Rice and Curry Fish,200,5,1000
2020-08-07 08:32:25,2967,3,Rice and Curry Fish,200,1,200
2020-08-07 08:37:34,2968,5,Egg Rice,200,1,200
2020-08-07 08:49:57,2969,4,Rice and Curry Chicken,200,3,600
2020-08-07 09:04:55,2970,2,Rice and Curry Egg,190,2,380
